"ID","ISBN","CATEGORY","TITLE","ARTIST","DATE","DESCRIPTION","PRICE","URL","THUMBAIL"
1,"4871825566",TENMA COMICS,恋の花小箱,水島空彦,"2002-2-22","Ｈだけじゃなく、読みごたえのあるストーリーにも話題集中！　水島空彦　待望の初コミックス！
収録作品「鏡の森」「願い星　恋ざくら」「お金の価値」「天国への扉」「恋愛Revolution」「やっぱりポチが好き」「MARRY　WITH　A　GHOST？」「恋の花小箱」
水島空彦","895",http://www.akaneshinsha.co.jp/item/8780/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/09/4-87182-556-6.jpg
2,"4871825434",TENMA COMICS,育ちかけ,あ～る・こが,"2002-11-26","少女達は早く大人になりたくて…　コミックアンソロジー『ひな缶』シリーズに掲載された作品を中心に育ちかけ少女を結集！
収録作品「温泉の火照りの後で」「情と愛と欲の間で」「繋がり」「ごほうび下さい…。」「夜のくまさん」「木もれ陽」「ごめんね…。」「犬の日常」「ＩＮＮＯＣＥＮＴ　ＭＥＭＯＲＹ」「仔猫なのにの」「雨のち晴れ」「仔猫の子守唄」
あ～る・こが","895",http://www.akaneshinsha.co.jp/item/8764/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/09/4-87182-543-4.jpg
3,"4871825930",TENMA COMICS,パッチワーク,横井レゴ,"2003-7-10","ある日ひょっこり現れた少女は、昔飼っていたうさぎの面影と耳としっぽを持っていて！？
収録作品「よろしゅうおあがり」「Purticular」「誘良可」「人形使われ」「Like a leech」「まどろみの狭間」「覗きからくりのひと」「わくわくCAN　YOU！」「掛け継ぎの傘の中で」
横井レゴ","895",http://www.akaneshinsha.co.jp/item/8740/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/09/4-87182-593-0.jpg
4,"4871825868",TENMA COMICS,ＵＫ-ＵＮＭＯＲＡＬ　ＫＩＤｓ-,ひぢりれい,"2003-9-20","クラスメイトのトーマ君はカワイイ顔なのにすっごくあそこがエグいの。だからついいじめちゃうんだ…明日はどんなふうにしようかな。
収録作品「ＵＫ」「少女Ａ」「また明日」「空蝉」「Shangri-La」「おちこぼれサキュバス　コロンちゃん」「夏色トラップ！」
ひぢりれい","895",http://www.akaneshinsha.co.jp/item/8059/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/07/4-87182-586-8.jpg
5,"4871826066",TENMA COMICS,晴れどきどきＨ日和,鷹勢優,"2003-9-20","ショタとロリの中間点！？とってもボーイッシュな女の子満載の鷹勢優待望の初コミックス！
収録作品「Sweet　Liquid」「いきなりめいどろいどぱにっく」「ぱにっく！とらんせくしゃる」「いもうと競走」「おしえてｖてぃーちゃー」「”約束-promise-”」「れっつ・いんじぇくと」「Tiny　Love」「0の日」
鷹勢優","895",http://www.akaneshinsha.co.jp/item/8302/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/08/4-87182-606-6.jpg
6,"4871826589",TENMACOMICS LO,L-MATRIX,片桐火華,"2004-4-24","COMIC　LOが生んだ稀代の”ロリ責め絵師”片桐火華の初作品集ついに完成！
収録作品「放課後の出来事」「放課後の出来事2」「ロマンティック・テイスト」「ママには内緒」「ママには内緒って言ったじゃない！」「どれい少女」「少女倶楽部」「Drop」「守ってあげる」「モーニャン娘追加オーディション」「通学電車」","895",http://www.akaneshinsha.co.jp/item/1061/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-658-9.jpg
7,"4871826570",TENMACOMICS LO,春ノ雨-Spring Drops-,KURO,"2004-4-24","春の雨は暖かくて柔らかくて優しくて…少し哀しい
COMIC　LOきっての実力派！KURO珠玉の短編集！！
収録作品「春ノ雨」「嵐ヶ丘」「Which tea does he like?」「Pure Blood」「銀華と金華」「FORNACALIA」「幻燈」「Pigeon Blood」「Breeder Dream」「―神の降臨とその確率について」
KURO","895",http://www.akaneshinsha.co.jp/item/8039/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-657-0.jpg
8,"4871826635",TENMACOMICS LO,恋愛賛歌,宮内由香,"2004-5-15","心と体が揺れ動く思春期。
まだ硬い、膨らみかけの胸には人を想う気持ちが苦しいくらいに詰まっている。
そんな女の子達の「性の目覚め」を描く、宮内由香珠玉のラブストーリー集！！
収録作品「恋愛賛歌」「もう一人の私へ…」「成長期」「僕らの時代」「そしてあなたと小さなテディ」「僕とモモコ」
>宮内由香","895",http://www.akaneshinsha.co.jp/item/6919/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/01/4-87182-663-5.jpg
9,"4871826651",TENMACOMICS LO,ROUND　SHELL,完顔阿骨打,"2004-5-25","「ロリータマンガの最大公約数」と言われる完顔阿骨打（わんやんあぐだ）先生のロリ仕事が、ついに1冊にまとまりました。
最初から最後まで全部ロリ、濃縮された嘘偽りの無い完全な「ロリータマンガ」作品集です。私たち現代人のロリ魂に「キューン」と作用する「ツリ目委員長」や「ぱじゃま眼鏡っ子」や「スパッツ」などが相当数含まれていますので、抜群の効果を発揮します。ロリータ初心者の方にもお薦めの1冊です！
収録作品「まゆとちさと1」「まゆとちさと2」「まゆ」「ふたりでいっぽん」「笑顔のじかん」「えたーなる・ついんず・あたっく」「委員長のごほうび」「あつい　ひみつ」","800",http://www.akaneshinsha.co.jp/item/1062/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-665-1.jpg
10,"4871826783",TENMA COMICS,少女流幸福攫取論,笹倉綾人,"2004-6-25","奔放な少女達の織り成す、とってもえっちな恋ストーリーv覗いて下さい…、オトコとオンナのいろんなカタチ。
今宵あなたに女の子達の夢を―　
収録作品『ご主人様とチャッピー』『恋人以上パパ未満』『コーヒーブレイク』『放課後の教室風景』『放課後のフォーリンラブ』『放課後の教育実習』『ケミカルシスターズ』『ブラ以外はぴったりだもん☆』『なかよしえーす。』『てんぷてーしょん？』
笹倉綾人","895",http://www.akaneshinsha.co.jp/item/8326/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/08/4-87182-678-3.jpg
11,"4871826899",TENMA COMICS,ぴゅあ・えいじ,ありのひろし,"2004-8-12","ロリあり、妹あり、ブルマあり。純愛と凌辱のコンチェルト！フォルテッシモに心を揺さぶる短編集！！
収録作品「教えてパパ」「ラスト・ブルマー」「おにーたんがやって来た！！」「秘密のラブ・スクウェア」「タイトロープの誘惑」「おかみのオ・シ・ゴ・ト」「かごの中の小鳥たち」「Guraduation,Congratulations」「ぞんびDE　DANCE」
ありのひろし","895",http://www.akaneshinsha.co.jp/item/9047/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/11/4-87182-689-9.jpg
12,"487182697X",TENMACOMICS EX,Ｍ女の遺伝子,三条友美,"2004-9-25","「熟女ものがたり」特選アンダーグラウンド・エクスタシーコミック第一弾！
人妻・果恋は、ネットナンパ師SYOとの出会いによりＭ女として目覚めていく。しかしそれは女王様・夕雨子の陰湿な策略だった…
収録作品「性的未熟妻の仕込み」「ネットナンパ師ＳＹＯの尿道調教」「黒の人形師の女体改造調教棒」「最も危険な快楽と死の恋慕」「媚交性M嬢の秘肛」「完熟恥肛くずし」「美肛妻ぬめり痴態」「血とバラ色の肉親愛奴」「淫乱性不倫中毒の女」
三条友美","952",http://www.akaneshinsha.co.jp/item/7489/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/05/4-87182-697-X.jpg
13,"4871827070",TENMACOMICS LO,あ でい いんざ らいふ,長月みそか,"2004-10-24","“すべてが、本物の十代”
本田つぐみ、鈴木智早、川崎たか子の仲良し3人組は世界中のどこにでもいるティーンエイジャー。彼らの悩み、憧れ、想うその姿はありふれているのに、みずみずしく可愛らしい。
COMIC　LOが放つ新鋭・長月みそか初作品集！！
収録作品「ぷりーず　ぷりーず　みー」「ふぉーのーわん」「ざ　ろんぐ＆わいんでぃんぐ　ろーど」「しーらぶず　ゆー」「＆あいらぶ　はー」「うぃかん　わーきっと　あうと」「すてぃるぶるー」","895",http://www.akaneshinsha.co.jp/item/1063/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-707-0.jpg
14,"4871827127",TENMACOMICS LO,少女姦蔑所,冴樹高雄,"2004-11-25","ガッチガチの大人の塊を、ギッチギチの幼い対象に押し挿れ掻きまわすビッキビキの鬼畜系作家・冴樹高雄がTENMA　COMIC　LOに登場！
最凶のガチンコ凌辱作品集！！
収録作品「哀する妹」「強制相姦」「強制妊娠」「ちぇーん・ふれんど」「保健室の姫君」「夜に咲く華」「呼小鳥の部屋」「ぱんつは忘れずに」「トラブル妹」","895",http://www.akaneshinsha.co.jp/item/1064/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-712-7.jpg
15,"4871827135",TENMACOMICS LO,Something　Sweet,横山葱,"2004-11-25","前はまだダメだけど…後ろなら大丈夫だよv
収録作品「ストロベリー」「ショコラ」「クリーム」「ハニィ」「バニラ」「パセリにんじんピーマンセロリ」「温室の花」「先生はわたしと」「隙間の空」「ツナイデアソボウ」「アソビカタログ」「view point」「JAPANESE STYLE」「マシュマロ」
横山葱","895",http://www.akaneshinsha.co.jp/item/8038/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-713-5.jpg
16,"4871827216",TENMACOMICS LO,かめとあそぶ,らいむみんと,"2004-12-15","COMIC LO誌上でずば抜けた画力を発揮する驚異の新人、「らいむみんと」の初作品集がついに完成。主に低年齢クラスを積極的にヤリつくす放埓な欲望と、少女に対する信仰にも似た謙虚さを同じに表現した作品は、インターネットや誌上アンケートなどで「らいむみんと先生の頭の中身は一体どうなっているのですか？」と話題になるほど、徹底してぶっ飛んでます。まさに日本のロリータ漫画の到達点が、この1冊だと言えるでしょう！（断言！）
収録作品「ふたりえっち」「卒園式は裸で」「ぱぱたん」「かわいそうな女の子」「僕はおっぱい小学生も好きなのだが？」「スージー」「木曜日21時の七海ちゃん」「モナムール茨ぎ」「かくれんぼ」「The Second Life」
らいむみんと","800",http://www.akaneshinsha.co.jp/item/8037/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-721-6.jpg
17,"4871827259",TENMACOMICS LO,ばななせーき,芹沢ゆーじ,"2004-12-25","「ヤれば出来る。」
幼女の要所を拡張高く拡張！！
収録作品「ふぇいくfake/marriage」「わるいひと。」「未依がいる！！」「らぷそでぃ」「お願い！！？マリン」「仮想人形スクランブル」「PROGRAM　ASIDE」「full　furill-ふるふりる-」「LOGHOUSE　INN」「カキコ」
芹沢ゆーじ","895",http://www.akaneshinsha.co.jp/item/8036/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-725-9.jpg
18,"4871827305",TENMACOMICS LO,みんなの登校日,ほかまみつり,"2005-1-25","生粋のCOMIC　LO作家がピュアなハートでつづる初作品集がついに完成しました。内容を一言で言うと「愛」。…なんですが、細かく言うと「純粋な少女愛に満ち満ちた内容の激甘なテイストとやわらかさが特徴的な主に妹・姪っ子属性向けのCOMIC　LOとロリータ漫画の次世代を形作るであろう記念碑的な（ロリ年譜上重要な）作品集」ということです。
でも、結局いとおしい子達を愛する、そんなシンプルな愛の形なんですけどね。そんな感じ。
収録作品「南の島の大王」「南の島の大王2」「こんど　もいちど　カゼをひいたら…」「お姉ちゃんといっしょ」「バンソーコーに罪はない」「Gat a Scrach」「今日はまゆちゃんをイジめてみました」「シッポの気持ち」「きみはタンポポ」「朝の大実験」「放射冷却の朝は…」
>ほかまみつり","895",http://www.akaneshinsha.co.jp/item/6671/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/12/4-87182-730-5.jpg
19,"4871827356",TENMACOMICS LO,きゃらめるいろ,KURO,"2005-2-15","愛おしさが溢れ出す…　　　儚き者たちの表現者KUROの初期作品集が　最新作を加えて復活！！
収録作品「Secret moment」「SWEETs」「かげぼうし」「おるすばん」「Pet」「イトウ家の素敵な食卓」「枕少女」「子泣き少女」「お風呂少女」「よしゅうの時間」
KURO","895",http://www.akaneshinsha.co.jp/item/8035/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-735-6.jpg
20,"4871827399",TENMACOMICS EX,美熟妻中出し不倫,杉本リオ,"2005-2-25","蜜肉を犯されて乱れる完熟ボディー！！三十路の和服妻＆近親相姦
収録作品「燃える完熟夫人」「三十路春菜の生ハメ撮り」「四十路義母の匂い」「退屈な秘肉のうずき」「隣りの性的淫母」「人妻本番しぼり淫汁飲み会」「両穴お誘いトイレ」「濃密奥様の生下着」「淫婦の家事援交」
杉本リオ","952",http://www.akaneshinsha.co.jp/item/8072/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/07/4-87182-739-9.jpg
21,"4871827380",TENMACOMICS LO,Silent”e”,OKINA,"2005-2-25","少女の泣き顔満載でお贈りするサディスティック・ノワール
収録作品「飼い猫志願」「目と耳と心を塞いで」「籠の中の娘撮り」「快楽と追憶の食卓」「おおかみの鳴宮」「おおかみの鳴宮Peep hole Vol.1」「Subject Actress」「お・と・も・だ・ち」「Prisoner」「猫の檻」「R・I・E・K・O」「伯爵様とわたし…」
>OKINA","895",http://www.akaneshinsha.co.jp/item/6749/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/12/4-87182-738-0.jpg
22,"4871827488",TENMACOMICS LO,ちょいすじ,朝木貴行,"2005-3-25","”ツインテール嬢が水濡れローレグ””犬耳っ子もローレグ＋よだれ””お漏らし！ローレグ”など壮大なローレグ世界がここに集結！朝木貴行、待望の初単行本！！
収録作品「愛・恥丘博」「底辺×高さ÷2」「コレって耳じゃないから！」「おしっ娘大惨事」「レイちゃんのビールで大変だ！」「中華的おっぱい大作戦」「On Air」「70デニールの黒が好き！」「しーぱっぱ」「桜」
>朝木貴行","895",http://www.akaneshinsha.co.jp/item/7662/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/01/4-87182-748-8.jpg
23,"4871827534",TENMACOMICS LO,乳欲児姦,目高健一,"2005-4-15","「Hello　Baby！！」
かわいい赤ちゃんこそ人類の宝。この本には宝がいっぱいいっぱい詰まってます。
収録作品「たまごっこひよこっこ」「地下のお遊戯会」「路地裏のママゴト」「飼育娘」「puppy」「おウチにおいで」「子供図書館」「乳欲児姦」
目高健一","895",http://www.akaneshinsha.co.jp/item/8034/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-753-4.jpg
24,"4871827569",TENMACOMICS LO,極！幼女　スゴロリ,あわじひめじ,"2005-4-25","超ＬＯ級ストロングスタイル！！あわじひめじ、待望の初単行本！！
収録作品「卒業するまで二人惨脚」「小児病棟産婦人科」「R-9　9歳女児レイプ」「R-5　5歳女児レイプ」「おいたんジュースごくごくっ」「仲良し兄弟+1」「れいん」「モグモグコンボ！！」「できたて7ヶ月」","895",http://www.akaneshinsha.co.jp/item/1065/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-756-9.jpg
25,"4871827550",TENMA COMICS,RADICAL☆てんぷて～しょん,巻田佳春,"2005-4-25","お兄ちゃんのバカバカぁ！…でも大好きだよv　
巻田佳春、待望の初作品集！！
収録作品「中学生でメイドで幼妻」「イタズラ。」「恋のBADめでぃしん」「お部屋でお花見」「お好み・しちゅえーしょん」「お好み・しちゅえーしょん2」「はなび。」「RADICAL YOUR LOVER」「水上さんの暴走メモランダム。」「楽しい夏休み」「CHARM CHAIN」「ぷれぜんとこうかん」「すうぃーと＆びたぁ」
>巻田佳春","895",http://www.akaneshinsha.co.jp/item/6530/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/12/4-87182-755-0.jpg
26,"4871827623",TENMACOMICS LO,Life Is Peachy？,鬼束直,"2005-5-15","COMIC　ＬＯ誌上でラブラブ漫画No.1の鬼束直、待望の初作品集！！ロリ好きの方にもそうでない方にも、この「愛のカタチ」はオススメです！
収録作品「Talk About」「Lady Madonna」「ＰＭじゅういちじ」「これだから愛ってやつぁ」「コットン・テイル」「Saturday night leisure」「Talk Show On Mute」「ツカサとツバサ」「Sick Sad Littele World」「犬とお嬢様」","895",http://www.akaneshinsha.co.jp/item/1066/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-762-3.jpg
27,"4871827682",TENMACOMICS LO,ROUND SHELL SECOND,完顔阿骨打,"2005-6-25","前作『ROUND　SHELL』で「ロリータマンガの最大公約数」を越えて「ロリータマンガの公倍数」まで到達してしまった完顔阿骨打先生のセカンドインパクトな作品集ができました。最初から最後の最後までロリ、ロリ、ロリ！表現規制無しの完全「ロリータマンガ」がいかなるものか…
まずは「パパ大好きっ娘」でアナタの逃げ場を無くしたところで「ツリ目で眼鏡な委員長」がとどめを刺し、追い討ちをかけるように「ブルマ」「コスプレ双子」「女児おっぱい」と続きます。それでも満足できない方のために、「描き下ろし委員長マンガ」まで用意しておりますので、心行くまでご堪能いただけます。
収録作品「パパのケーキ」「委員長のひみつ」「委員長のひみつ2」「特訓！プログレッシブ3・3・7拍子」「胸に秘めて」「自習は屋上で」「119or110」「黄色魔術オリエンタルガール（小）」「委員長が代理」","800",http://www.akaneshinsha.co.jp/item/1067/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-768-2.jpg
28,"4871827712",TENMACOMICS LO,尻魂,mizu,"2005-6-25","かわいくて小さくて純粋。少し艶っぽくてすごく生々しい…
収録作品「キモチノカタチ」「君の声」「お子様は魔女」「どっちもどっち」「みんなでキレイキレイ」「ムズムズ」「おませなおとしごろ」「Ｈであそぼっ！」「おしえておにいちゃん」「痛いのトンでけ」
mizu","895",http://www.akaneshinsha.co.jp/item/7652/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/05/4-87182-771-2.jpg
29,"4871827747",TENMACOMICS LO,HARD　LOCK,EB110SS,"2005-7-15","ちびっ子大好きな方々へ、専門誌「ＬＯ」より愛を込めてこの本を贈ります。
年齢やコスチュームなど多彩に取り揃え、ディティールにこだわった本物志向の1冊です。ああいやらしいv
収録作品「東京デビルス」「さくらんぼ」「ホーミー」「これもひとつの兄妹愛」「里沙ちゃんゴンゴンまんこにゴン！」「襲ってみたら、これだよ」「プチ妻さおりん」「町田まんこ」「すくみずえぶりでー」「激しいね！ミスター」
>EB110SS","895",http://www.akaneshinsha.co.jp/item/6301/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/11/4-87182-774-7.jpg
30,"4871827763",TENMA COMICS,だって好きだもの,ベンジャミン,"2005-7-25","彼女にフラれて傷心中の俺に見知らぬ美少女が告白してきた。俺を振り向かせようと積極的にせまりながらも、その手は震えていた…
収録作品「わたしじゃないとユルサナイ」「いつかの約束」「雨に濡れても」「そーじ当番」「シルシをください」「いっぱいホシイの」「もっとホシイの」
ベンジャミン","895",http://www.akaneshinsha.co.jp/item/7537/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/05/4-87182-776-3.jpg
31,"4871827798",TENMA COMICS,Swing Out Sisters,東雲太郎,"2005-8-15","ゆうたは二人の姉とＨしちゃう夢を見てしまうほど重度のシスコン！しかしそれもそのはず、長女の千代は、しっかり者の優しいお姉さん。次女の千夏はおてんばだけれど、寂しがり屋な一面を持つカワイイお姉さん。そして二人とも重度のブラコンで、かなりＨ！？
収録作品「Swing Out Sisters＃1－8」「海賊小妹」
>東雲太郎","895",http://www.akaneshinsha.co.jp/item/6321/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/11/4-87182-779-8.jpg
32,"4871827887",TENMA COMICS,WHITE LOLITA,たまちゆき,"2005-9-15","いっぱい、いーっぱい気持ち良くなってね！
収録作品「神様を信じますか？」「真昼の幽霊」「真昼の幽霊Returns」「捨てる神、拾う女神」「塾の帰り道」「発情部屋のお勉強会」「ピュアな２人の交換日記」「WHITE LOLITA」「かりあげムスメ」「続・かりあげムスメ」「続々・かりあげムスメ」
>たまちゆき","895",http://www.akaneshinsha.co.jp/item/6343/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/11/4-87182-788-7.jpg
33,"4871827844",TENMACOMICS LO,夏蟲,月吉ヒロキ,"2005-9-23","列車は走る。少女と痴漢を乗せて…
内気な少女を執拗に弄ぶ「夏虫」シリーズ他、ツンデレ実娘、教え娘、奴隷、妹など多種多様な作品を収録した月吉ヒロキ初単行本！！
収録作品「夏虫」「夏蟲」「冬虫花葬」「ハーフ アンド ハーフ」「her fool,but the one」「blue ring」「Liquid EX」「Tの達人」「オトナノフリ」「友愛ディストーション」","895",http://www.akaneshinsha.co.jp/item/1068/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-784-4.jpg
34,"4871827909",TENMA COMICS,ナ・イ・ショの自由帳,鷹勢優,"2005-9-24","私たちのナイショ、見せてあげる！
収録作品「ぶるまisぶれっくふぁーすと」「くびわものがたり」「くびわものがたり2」「はじめてのじゅぎょうさんかん」「Confession」「妹はピンチヒッター」「それゆけ！コドモ防災隊！」「とらぶるShootingStar」「めいく・あ・まじっく」「あなざーくえすと」「春の日和の桜の下で…」
鷹勢優","895",http://www.akaneshinsha.co.jp/item/8305/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/08/4-87182-790-9.jpg
35,"4871827933",TENMA COMICS,ガールズシャワー,関谷あさみ,"2005-10-15","お兄ちゃん。大好きなお兄ちゃん。今はそばにいるだけで嬉しい…　でもお兄ちゃんは私より先に大人になって、いつかは離れていってしまうんだよね…考えただけで苦しいの。もう妹じゃやだよ！（「楽園の終わり」）
少女の胸に募る不安とあふれる愛をやわらかに描く、関谷あさみ待望の初単行本！！
収録作品「楽園の終わり」「夏冬夏冬春」「愛の2歩3歩」「愛ってやつは」「愛ってやつめ」「愛ってやつめ・2」「green　days」「キミは暴君」「ＢＯＸ　ＲＯＯＭ」「Shapes」「わたがし」
>関谷あさみ","895",http://www.akaneshinsha.co.jp/item/6125/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/10/4-87182-793-3.jpg
36,"4871827976",TENMACOMICS LO,暗がりの中の少女,片桐火華,"2005-10-25","「レイプの王子様」と呼ばれた陵辱漫画界の貴公子・片桐火華がこの世の鬱屈した欲望を解放・昇天させるべく創りだした魔書、ここに完成！
何も知らない少女が多数の男に強姦され、あらゆる部位が精液で白く濁っていく姿は…なんと美しい！なんと清らかな光景なのでしょう！！ソドムの饗宴を思わせるギッチギチの凌辱世界を得意とする片桐火華単行本第２弾はラヴラヴ激甘ストーリーまできっちり網羅した完成度の高い作品集に仕上がりました。
収録作品「黒い家」「甘い経験-中2編-」「甘い経験-中3編-」「二本挿学院-小6特姦コース」「砂の瞳」「少女倶楽部デラックス」「ＲＡＩＮ」「金メダルをねらえ！」「2月14日仏滅のち晴れ」「女優少女」「元気！ハツラツ！！小粒っ子！！！」「しんりゃく？」
>片桐火華","895",http://www.akaneshinsha.co.jp/item/6340/,http://www.akaneshinsha.co.jp/wp-content/uploads/2015/11/4-87182-797-6.jpg
37,"4871827984",TENMACOMICS EX,人妻乱れざかりの情事,多岐かいし,"2005-10-25","濡れて欲情する未亡人＆禁断の中出し奥様！！熟れごろ三十路妻の肉びらが目覚める午後…
収録作品「淫縛未亡人・艶子」「綾乃女将の熱姦肉汁」「静絵の淫筆さばき」「奈美叔母様の慰安肉棒」「牝妻淫花ひらく時」「深夜の人妻ほかほか肉マン」「淫魔ひそむ熟肌」「白衣のご奉仕ベッド」「性触妻の診察室」
多岐かいし","952",http://www.akaneshinsha.co.jp/item/8117/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/07/4-87182-798-4.jpg
38,"4871828077",TENMACOMICS LO,Chocolat,ほかまみつり,"2005-11-25","Jrアイドルとか、教え子とか、従妹とか、双子とか…。どの子もハニカミながら、ふわふわな身体をいっぱい愛してもらえるように、アナタを待っています！
収録作品「Final Practice」「コンディション・グリーン」「シャボン玉Ｓ・Ｓ」「So Cal Fraternal Twins」「じゃっどじゃっかもじゃらせんけ」「132cm」「風を追いかけて」「Amazing Grace」
>ほかまみつり","895",http://www.akaneshinsha.co.jp/item/1069/,http://www.akaneshinsha.co.jp/wp-content/uploads/2014/03/4-87182-807-7.jpg
39,"4871828166",TENMACOMICS EX,Ｍ女の遺伝子Ⅱ,三条友美,"2005-12-24","狂った闇の性宴！　Ｍ女の遺伝子「魔淫の館」編が遂に登場！！
収録作品「魔淫の館」「天獄の初夜」「愛虐のビデオレター」「堕天使の超絶性技」「極淫結婚式リハーサル」「黒い天使の黙示録」「奈落のドレス」「恥極の花嫁」「お披露目精液女」
三条友美","952",http://www.akaneshinsha.co.jp/item/7492/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/05/4-87182-816-6.jpg
40,"4871828026",TENMACOMICS LO,ももいろひよこ。,春風うにぽ,"2006-2-15","とてもよくできた幼女・さわちゃんはＨにも積極的！春風うにぽのぽっぷでらぶりーなロリエロ漫画短編集ついに登場！
収録作品「おつかい。」「おさそい。」「おねがい。」「おやすみ。」おちうしゃ。」「お湯の中の小さなたくらみ」「おやつ。」「いい子で待ってる。」「いい子にしてる。」
春風うにぽ","895",http://www.akaneshinsha.co.jp/item/8033/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-802-6.jpg
41,"4871828220",TENMACOMICS LO,しあわせぱんつ,うさくん,"2006-2-25","ああ！！この世にぱんつがあって本当に良かった！！
純情な少年少女が織り成す　しあわせいっぱいラブラブＨ満載の、うさくん初作品集！
収録作品「だいすきうさぎ当番」「ロリっこ海賊団」「あんなちゃんしあわせ測定中」「ぱんつ姫」「…好き。先生、好き」「宗くんの剣」「清くんと先生のフォルテシモ」「衣装ポーカー」「ホームラン少女ちなつ」「ミコちゃんの春休み」「大切プリン」
うさくん","895",http://www.akaneshinsha.co.jp/item/7638/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/05/4-87182-822-0.jpg
42,"4871828239",TENMACOMICS LO,しあわせぱんつ初回限定版,うさくん,"2006-2-25","ああ！！この世にぱんつがあって本当に良かった！！
純情な少年少女が織り成す　しあわせいっぱいラブラブＨ満載の、うさくん初作品集！
初回限定版のみのカバーイラスト！＆ぱんつＢＯＸセットです。
収録作品「だいすきうさぎ当番」「ロリっこ海賊団」「あんなちゃんしあわせ測定中」「ぱんつ姫」「…好き。先生、好き」「宗くんの剣」「清くんと先生のフォルテシモ」「衣装ポーカー」「ホームラン少女ちなつ」「ミコちゃんの春休み」「大切プリン」
うさくん","2476",http://www.akaneshinsha.co.jp/item/8032/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/06/4-87182-823-9.jpg
43,"4871827720",TENMACOMICS EX,背徳の蜜尻妻,なすの庸一,"2006-2-25","美熟の三十路妻禁断の欲情体験！前も後ろも疼き出したら止まらない！！
収録作品「隣の股がり性具妻」「食べざかり不倫肉棒」「義姉の欲張りなニ穴」「人妻温泉うずく秘唇」「背徳の夫婦蜜室」「上流夫人・涼子の堕落痴態」「中出しで燃える母娘」
なすの庸一","952",http://www.akaneshinsha.co.jp/item/8075/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/07/4-87182-772-0.jpg
44,"487182828X",TENMACOMICS EX,濡れすぎ絶淫巨乳妻,みずしま聖,"2006-2-25","熟々に熟れた秘唇は男たちの精エキスをむさぼり尽くす！！
収録作品「調教不倫妻お尻の誘い」「濡れる不倫バイブレーション」「絶淫叔母の禁愛スキン」「痴女電車でいかせて」「肛虐フェロモン痴女」「指戯えぐり責め団地妻」「汚された爆乳売りの女」「レイプ夫とポルノ妻」「熟れすぎ試着室」
みずしま聖","952",http://www.akaneshinsha.co.jp/item/8114/,http://www.akaneshinsha.co.jp/wp-content/uploads/2016/07/4-87182-828-X.jpg
